frame,time_s,method,end_effector_error.root,end_effector_error.head,end_effector_error.left_hand,end_effector_error.right_hand,end_effector_error.left_foot,end_effector_error.right_foot,root_error.position,root_error.xy,root_error.height,root_error.orientation_rad,root_error.velocity,rotation_error.root_rad,velocity_error.root,velocity_error.head,velocity_error.left_hand,velocity_error.right_hand,velocity_error.left_foot,velocity_error.right_foot,contact.left_foot.mismatch,contact.right_foot.mismatch,sliding.left_foot.speed,sliding.left_foot.active,sliding.right_foot.speed,sliding.right_foot.active,penetration.left_foot.depth,penetration.right_foot.depth,joint_limit.max_violation,joint_limit.violated,smoothness.dof_velocity,smoothness.dof_acceleration,smoothness.dof_jerk,stability.base_height,stability.fallen,stability.torso_tilt_deg,effort.mean_abs_torque,effort.abs_power,tracking.dof_pos,tracking.dof_vel
10,0.3333333333333333,Direct Mapping,0.07925323900989914,0.07407982138144821,0.0673463845421136,0.09312752910360958,0.10781901229579222,0.29512472497004444,0.07925323900989914,0.07870701393943527,0.009288802414614161,0.0,0.276279997556906,0.0,0.276279997556906,5.133191571015542,2.8961537100610815,2.9780296611674353,1.5227657082267227,3.028255819916486,0,1,1.7203865229421131,0,3.3423375603808,0,0.0,0.0,0.2808778787184608,1,1.840198312157052,11.22863480916427,151.4498827705227,0.8376507793491297,0,0.0,3.681820737663261,128.09378078398532,,
11,0.36666666666666664,Direct Mapping,0.06389458505384206,0.18578976241471812,0.11556439529657164,0.15917478179999847,0.029120591187427783,0.09762105116669509,0.06389458505384206,0.06369548876299652,0.005040110162053968,0.0,0.9073479653929881,0.0,0.9073479653929881,3.0005722611700048,4.192243845850647,3.308617582237894,3.9746650100555634,4.3415475533610035,1,0,3.9549953812322984,1,0.5602248359534865,1,0.0,0.005813281515452436,0.2934022683714469,1,1.6713325688212401,13.30530784240897,124.11975719233236,0.8334020870965695,0,0.0,3.328677232396475,102.48514309725077,,
12,0.4,Direct Mapping,0.12963559839029754,0.1322618110100186,0.2929355376872703,0.1517374135769722,0.24075442307632058,0.21669251095435207,0.12963559839029754,0.12667327023438085,0.02755487213067842,0.0,0.6955524010605264,0.0,0.6955524010605264,4.769502191978917,3.6148091870065793,1.8158560790622986,1.4280529933939319,3.9966591258305213,1,0,1.2268385457943916,0,2.711684867711151,1,0.0,0.08103866994923316,0.30576733692346025,1,1.4367645185122757,14.917709384078938,93.27160563061629,0.8008071048038371,0,0.0,2.8416229893508764,79.00231482098886,,
13,0.43333333333333335,Direct Mapping,0.09983697637846989,0.1741727877449188,0.19114717400231646,0.07734785364782859,0.11652702339855567,0.18853383539065577,0.09983697637846989,0.09967703620444122,0.0056489207724722545,0.0,0.9824896623826225,0.0,0.9824896623826225,1.7725944430742329,3.6111889606475382,4.018917528986489,2.9488484994623665,3.0847982011245363,0,0,1.5064861575909099,1,4.042058159902962,1,0.0,0.0,0.31795934668152237,1,1.4020204423582996,15.71408691103297,91.48303518315335,0.8340108977069878,0,0.0,2.8198925531980894,72.41425761828648,,
14,0.4666666666666667,Direct Mapping,0.06579302595858565,0.1960281313749674,0.27547048218043346,0.14205236766445054,0.13439407281301674,0.06131859173436198,0.06579302595858565,0.06532430492534973,0.007839480263834853,0.0,0.5783518013683956,0.0,0.5783518013683956,4.322765560548081,3.5881107679187294,1.7244395571849638,3.991976773004167,5.195705697854405,0,1,3.7309240260222305,1,5.100528596674453,1,0.030464950212418736,0.031338473230869954,0.32996475222239996,1,1.4834032063786264,15.162482440573989,106.14662761645336,0.8205224966706807,0,0.0,2.951628611543839,82.30389807096981,,
15,0.5,Direct Mapping,0.09448612632139958,0.15235126997989762,0.1491109960805179,0.12731294283913516,0.21643924452621732,0.2369576840676356,0.09448612632139958,0.09425630092015035,0.006586182815071395,0.0,0.6853646855242126,0.0,0.6853646855242126,2.067207306958091,1.7265956008882932,3.8361795903244857,2.7869439080934097,2.2170474724279123,1,1,1.7982421763264815,0,1.2427320320077404,1,0.0,0.06587258740359536,0.3417702154416812,1,1.6290654144523022,13.341250961520439,126.83745124996553,0.8349481597495869,0,0.0,3.255643854325777,102.13379615196769,,
16,0.5333333333333333,Direct Mapping,0.08795092238209143,0.10856087539703656,0.2886645350619281,0.2845664870959008,0.15874045751988827,0.10888321715486318,0.08795092238209143,0.08706206429827705,0.01247243793263142,0.0,0.37457797414489163,0.0,0.37457797414489163,3.677019568085981,2.0895007558128396,3.310908353773836,3.676292466402679,3.331126261818155,1,0,1.7212803627091215,0,3.4710566538288843,0,0.0,0.0,0.35336262037252053,1,1.716911902746359,11.414193693484519,139.429201760186,0.8158895390018841,0,0.0,3.4144112486908114,118.23138037822903,,
17,0.5666666666666667,Direct Mapping,0.09404555099524776,0.26496870850390597,0.0717338932760393,0.2909307997372582,0.14255316407326185,0.16567223431596959,0.09404555099524776,0.09398802856147773,0.003288791438598282,0.0,0.597255325384358,0.0,0.597255325384358,2.355034469827865,7.831486971923146,3.4104749871989197,5.1081950372817175,2.654018185946292,0,0,2.9051708877232354,1,3.549565412873172,0,0.10349906277294474,0.0,0.3647290877575845,1,1.783666896224065,11.345807199098559,144.95846788487688,0.8316507683731138,0,0.0,3.588095446758791,122.61612378557805,,
18,0.6,Direct Mapping,0.06666503247679642,0.07466909132254382,0.3448680551582858,0.2270738741680388,0.34594973668569223,0.20241164137821974,0.06666503247679642,0.0665578431047991,0.003778898830250288,0.0,0.4907455836777136,0.0,0.4907455836777136,5.172954799882428,1.2458838339049216,7.337803984589016,6.820543429737953,3.3997551077962176,0,0,1.5673231695549887,1,3.189363186251847,0,0.15934399251309606,0.0,0.37585698935801426,1,1.7304607987054184,12.639838878703705,135.92978436264485,0.8245830781042652,0,0.0,3.4864597879934522,112.68363349248655,,
19,0.6333333333333333,Direct Mapping,0.12139543757068319,0.13196024967234848,0.10794576547150195,0.31349502936640483,0.3674550237534176,0.07123299706665803,0.12139543757068319,0.12138659275292867,0.0014653882803842277,0.0,0.6259982295041717,0.0,0.6259982295041717,3.0413255107198447,4.769998776524733,3.2854577959583837,5.030708201395539,4.894900403940787,1,0,4.719345554809027,0,4.409190293818042,0,0.0,0.0,0.3867339619835012,1,1.6155564474732669,13.415716665042808,116.98205772824822,0.8298273652148997,0,0.0,3.2490579784894553,96.21019382364396,,
20,0.6666666666666666,Direct Mapping,0.10449245979184821,0.2403442377096908,0.16426186269203208,0.141296455436413,0.07387107652708463,0.14246723424934807,0.10449245979184821,0.10076946494170379,0.027643970205340374,0.0,1.3263105404495792,0.0,1.3263105404495792,2.998875216196787,5.621462117692764,3.49621207099835,3.975204398262926,3.1508581035912426,1,0,1.2917493923948977,0,2.438173846816087,0,0.0,0.0,0.39734792122789486,1,1.4804079095261218,14.793962928202433,100.9789588759267,0.8007180067291751,0,0.0,2.949032605774628,83.34076127684241,,
21,0.7,Direct Mapping,0.048109559343046386,0.21668869839522648,0.3313590405927049,0.09369889176017787,0.20159114808084266,0.2307264007742818,0.048109559343046386,0.04005256107394271,0.026651867694407305,0.0,0.8412073425457154,0.0,0.8412073425457154,5.410518006860533,2.0561574418897424,2.2695611272698475,3.3924413517169847,2.288569007426719,1,0,3.1053508603890654,0,2.3725175859223255,0,0.0,0.0,0.4076870748950764,1,1.5120833540535061,14.653025249574377,105.62220310749116,0.8017101092401082,0,0.0,3.037256506071493,82.84822584454099,,
22,0.7333333333333333,Direct Mapping,0.0992347657272314,0.16796165549516628,0.18831640245998296,0.1511430110138717,0.21697928288018936,0.06248331737102206,0.0992347657272314,0.08481163560441826,0.05152208453703977,0.0,0.8167181361705697,0.0,0.8167181361705697,3.5312137859410693,4.528807932528974,4.372156905903238,3.579982039702834,5.648463267226027,0,0,0.5808836265106557,1,5.797879031139664,0,0.0,0.0,0.41773993610018645,1,1.5956813313191882,14.385751353765272,117.5957581770889,0.7768398923974758,0,0.0,3.199082932948779,93.35580440051784,,
23,0.7666666666666667,Direct Mapping,0.08951727816392399,0.17184776342456712,0.1730778272520228,0.3722207627814487,0.2599687932685608,0.20184682181789124,0.08951727816392399,0.08712745066155496,0.02054629969351296,0.0,1.0607131649297956,0.0,1.0607131649297956,3.469828815641339,3.7185748850453924,5.050564384432213,3.1476676011180924,3.850577238612379,0,1,3.5529633651095174,1,3.1657700007710803,1,0.13562283779613513,0.05952642019196762,0.42749533603164813,1,1.6547982496338831,12.617391781627648,129.08422289642246,0.8078156772410026,0,0.0,3.3406518817343707,107.35214019711154,,
24,0.8,Direct Mapping,0.036526793819383674,0.1833244255319172,0.33530282484671087,0.19839913117643515,0.08949026871344429,0.2478115420833169,0.036526793819383674,0.03650466225554215,0.001271338008777101,0.0,0.41073921288421134,0.0,0.41073921288421134,3.116306636853274,3.9288625692194223,5.62293922933991,4.423161509982777,6.675678038574243,0,1,5.35726560660282,1,6.514112025248349,1,0.09060184084737523,0.059571901668153265,0.4369424363598092,1,1.6999863744523303,11.754877669685854,135.77921617950258,0.8270906389257384,0,0.0,3.3844610391675385,115.55369258676342,,
25,0.8333333333333334,Direct Mapping,0.11121090224557888,0.14949134041373005,0.11407061197357148,0.10429203819333857,0.13456829611307425,0.32262647560293023,0.11121090224557888,0.11086258488153622,0.008795001515626732,0.0,0.7434942802873791,0.0,0.7434942802873791,5.846292220659586,3.8412813803358996,3.710082835834087,1.1236734068729832,5.47517994129591,0,0,2.261621945418371,1,3.972062017915801,1,0.018815480502836674,0.1711415300348466,0.44607074127841495,1,1.7610469588068056,12.521636557694336,139.55001656000184,0.8195669754188888,0,0.0,3.5298687057191764,114.68326018260741,,
26,0.8666666666666667,Direct Mapping,0.0710824041095303,0.22872649590825397,0.14194384932185158,0.2453202500773296,0.046622308670613066,0.29257865627845786,0.0710824041095303,0.06643723434002001,0.025274533966818002,0.0,0.6577027116685998,0.0,0.6577027116685998,2.198447627774945,1.8566974644732916,3.9755370876786253,4.618264107793921,2.3525064015445536,1,1,3.6031606127484137,1,2.436458677306842,0,0.010611395195910416,0.0,0.45487010916553594,1,1.6623132681937607,12.907137748319116,126.82406760347902,0.8536365109013335,0,0.0,3.298141866316772,104.43187804996161,,
27,0.9,Direct Mapping,0.08009849359321708,0.13140805292749766,0.04046973307819969,0.16541243193001398,0.2846367901912572,0.20702360872018324,0.08009849359321708,0.07879425098027305,0.014395648243840098,0.0,0.8347822246840387,0.0,0.8347822246840387,5.065815884556816,2.5089886634363427,2.0160490855366704,2.956147989978674,3.8026135699596044,0,0,3.2580768471404604,0,2.63658621488881,1,0.0,0.14027723067501072,0.4633307638509935,1,1.5624319205011716,14.012149289224498,110.8590173791888,0.8427576251783556,0,0.0,3.1203880477264097,92.15752860017601,,
28,0.9333333333333333,Direct Mapping,0.0683975637681238,0.13663660813180392,0.12119990363870606,0.20631582182356223,0.16431661834429095,0.22941262927526315,0.0683975637681238,0.06390998134318901,0.024366801475117605,0.0,0.935570809411775,0.0,0.935570809411775,2.8930692907126097,1.0601332627878106,4.124296460854823,5.651965525259142,2.233034288122341,0,0,5.833896249365219,0,1.8610570010728718,1,0.0,0.00043662347828123577,0.4714433054777646,1,1.5260058551137483,14.311272422244885,107.22324400896753,0.8039951754593979,0,0.0,3.048795750382467,85.7274096223764,,
29,0.9666666666666667,Direct Mapping,0.1146999932698048,0.15596317549032346,0.10001335562197652,0.2196779840010306,0.15324501068775717,0.17129824802839622,0.1146999932698048,0.10837256820763298,0.03756960095842388,0.0,0.4408075794184352,0.0,0.4408075794184352,4.6577693282322645,5.48039603737945,3.1895772506099016,3.2493208133838407,4.242853675015771,0,0,2.307524181372152,0,4.454866568751354,1,0.0,0.04027634863010348,0.47919872094530114,1,1.5586210733991566,14.613711275090749,114.03945658148058,0.7907923759760916,0,0.0,3.1226459782121094,89.21393438061628,,
30,1.0,Direct Mapping,0.08409105990527953,0.2152407137062166,0.2742514521148078,0.05489102336322757,0.13746568689187574,0.09910115565668708,0.08409105990527953,0.08400197961644314,0.003869596427533706,0.0,0.8855620410248392,0.0,0.8855620410248392,2.249358641523721,2.92824745998898,2.2680033830758783,4.998035239177937,1.7259921403397478,0,1,3.6631855949028935,0,1.331679383851888,0,0.0,0.0,0.48658839392315867,1,1.555929417543813,13.953737139881504,113.77174554643034,0.8244923805069818,0,0.0,3.1153506909352138,99.74067151082735,,
31,1.0333333333333334,Direct Mapping,0.06969110969236414,0.17017102417339827,0.15045541244724667,0.15201192415026168,0.2937369102038978,0.12388582989811399,0.06969110969236414,0.054873456171709425,0.042962245959966006,0.0,0.5100215323763329,0.0,0.5100215323763329,2.874874052017599,5.6913300337757775,2.360417526055842,2.2268464656849174,3.9562131371413565,1,1,1.450712511249584,1,2.9650865919117373,0,0.032984404189282474,0.0,0.49360411442381025,1,1.7406503723091273,11.86091740577415,133.99162975210126,0.7853997309745495,0,0.0,3.4956817614646667,109.96253412825294,,
32,1.0666666666666667,Direct Mapping,0.09675142015222929,0.04647328415936657,0.2501957131915234,0.18976712250838512,0.2329962097350144,0.20482167058181805,0.09675142015222929,0.09651362578599235,0.006779184251414883,0.0,0.6789547975648839,0.0,0.6789547975648839,3.3640998142246197,1.3925122663751566,1.430461210471698,2.399399651855631,2.1726667271151645,0,0,2.5993490993602753,0,0.8078819638859771,1,0.0,0.015960555117464862,0.5002380879240101,1,1.771997906506142,11.955667927243406,138.56640789212852,0.8351411611859304,0,0.0,3.5441632714255067,114.65099055171169,,
33,1.1,Direct Mapping,0.07213031459699423,0.150757443331976,0.13314951805142872,0.07322968609211643,0.22518897399810864,0.14366517983726446,0.07213031459699423,0.07208707069575719,0.0024973030185110323,0.0,0.489376290087714,0.0,0.489376290087714,2.3433346556968977,3.7534743765091125,4.423273740500104,5.216372402873596,1.082579730755105,1,0,5.503072244088575,1,1.4746952731106908,1,0.026281589514365294,0.09012867619644946,0.5064829440245743,1,1.6475769247774725,13.281606432980512,127.05410661922998,0.8258646739160045,0,0.0,3.279120999328777,109.13831795340496,,
34,1.1333333333333333,Direct Mapping,0.09754161860560696,0.1248358539559176,0.08550519322518887,0.34540857146190085,0.1857081563062211,0.20912554040404527,0.09754161860560696,0.0944788868441207,0.024250923712253236,0.0,0.10510490738291767,0.0,0.10510490738291767,2.238627955196915,2.500036973304921,2.988499320513822,5.576367351349142,2.7961620046248843,0,0,5.743045223438334,0,1.5631168601496215,1,0.0,0.0,0.5123317446389525,1,1.6257202423337922,13.278330445386056,122.71890243238117,0.8041110532222623,0,0.0,3.2358644123873526,98.94834511485942,,
35,1.1666666666666667,Direct Mapping,0.07684871898542589,0.06598413009184427,0.1734976481761563,0.1379327286030237,0.2679513710768204,0.23650762601072536,0.07684871898542589,0.07680787412933325,0.0025052108560874586,0.0,0.8699367980450436,0.0,0.8699367980450436,2.214282672036595,2.1034785569121577,4.494343072326876,5.3772553530511855,3.9011768026147635,1,1,4.531108763535986,1,4.7798226405091855,0,0.15364978151684264,0.0,0.5177779917015021,1,1.5344476023701725,13.9585546601041,107.89317399743612,0.830867187790603,0,0.0,3.059689479662435,89.72929301274444,,
36,1.2,Direct Mapping,0.11919781701898925,0.06359079663800007,0.09152525697909164,0.23219681430908579,0.2597205160361888,0.14840583137888436,0.11919781701898925,0.11722234919595949,0.02161111822819406,0.0,0.7473670074412084,0.0,0.7473670074412084,3.340631503177076,2.730934402752388,3.1787867469459896,5.956947547034739,5.253950356591879,0,0,5.286405476663249,0,6.445423211441841,1,0.0,0.09397217770219318,0.5228156343868905,1,1.5456850690323278,14.655174995592107,109.77486973508788,0.8499730951627096,0,0.0,3.0925205215829954,88.1321963888626,,
37,1.2333333333333334,Direct Mapping,0.03811574097177006,0.2045802436938744,0.16209519832922473,0.0835660291449222,0.22760743833503172,0.14850889187796082,0.03811574097177006,0.03496758640378881,0.015168309428563065,0.0,1.3126466426362846,0.0,1.3126466426362846,1.1718194086478155,0.42331600900376576,4.288509809228183,3.8446442852186573,1.7542573171514022,0,0,1.9128749635395574,1,1.4199094775230106,1,0.04017540139751716,0.0,0.5274390758326132,1,1.6118539122805184,14.16094596674432,119.51980235983301,0.8131936675059525,0,0.0,3.227566098652352,93.67115034187765,,
38,1.2666666666666666,Direct Mapping,0.11172739633705182,0.14139250187269098,0.07392450809477195,0.1537738534127157,0.1190989289629477,0.0866415645244978,0.11172739633705182,0.09784281813956361,0.053942506715622174,0.0,0.9826516919491439,0.0,0.9826516919491439,5.815042800314399,4.394837393942306,2.7875032614257806,2.660826429873468,4.421803809466513,0,0,2.702239391184768,1,2.961309014941788,1,0.014544487154245193,0.0,0.5316431793571533,1,1.656217274278155,12.899584268894195,124.82913513935618,0.7744194702188933,0,0.0,3.3117387966288017,103.74922531392909,,
39,1.3,Direct Mapping,0.08980687975583214,0.1920013380633257,0.2897955106842652,0.15704993922884733,0.1660173358063201,0.15213788443407247,0.08980687975583214,0.08295590470796937,0.034403394099431495,0.0,0.8133268716085909,0.0,0.8133268716085909,3.9069375313383006,2.102737318045063,5.250951447662308,1.7723370593800412,1.8616722019322645,0,0,1.6963910532427577,1,2.731761482231387,0,0.06830203324000345,0.0,0.5354232741668773,1,1.6740087820708134,12.011928868948422,129.26610814787162,0.793958582835084,0,0.0,3.34901349340396,111.53826570379091,,
40,1.3333333333333333,Direct Mapping,0.09201005204430447,0.16068903788032823,0.11503507774424876,0.20574704921244713,0.17894843852072284,0.10130313434029731,0.09201005204430447,0.09170419171297889,0.007496058928852634,0.0,0.4787028391849795,0.0,0.4787028391849795,2.6897712218313186,5.196452638731629,2.190028849345241,2.862435683105058,2.219061482283812,0,0,2.7998908138710488,1,3.3056578933746756,0,0.0,0.0,0.5387751605453251,1,1.746786543223824,12.62132330913365,137.44079303307205,0.8208659180056629,0,0.0,3.5005281538602007,112.24261231113753,,
41,1.3666666666666667,Direct Mapping,0.10669416533266939,0.05788246432745839,0.15929231173700084,0.07344960994532036,0.12592793792177062,0.08059851358743289,0.10669416533266939,0.1059815409090015,0.012310885532269,0.0,0.7773094800945503,0.0,0.7773094800945503,1.185235350577363,4.605142226845386,7.585434937401274,4.937689001041149,2.7576139957982706,0,1,4.943884615239259,1,1.8720773776034905,1,0.025653410585141756,0.0,0.5416951145191303,1,1.6836311970933349,13.431847550673425,130.15506873867966,0.8160510914022465,0,0.0,3.362442149476303,104.87220201157535,,
42,1.4,Direct Mapping,0.0790626579694834,0.12143670303529576,0.2218264953594074,0.3670129052804307,0.16749585296880803,0.1431932346591571,0.0790626579694834,0.07436869998009406,0.02683654874364949,0.0,0.3322774876865742,0.0,0.3322774876865742,2.3111324775290196,4.147327634255518,2.1996064145642507,2.6526155607985986,1.869557518658634,0,0,3.01173072901457,1,1.3253211882228138,0,0.10494574911793722,0.0,0.5441798919953841,1,1.5784747755033752,13.3310147410216,114.32113091183771,0.855198525678165,0,0.0,3.178326181982658,96.121399270017,,
43,1.4333333333333333,Direct Mapping,0.09879909000269851,0.13914397213566293,0.19770532195588297,0.09469520839781731,0.05497574785680408,0.0764232051032867,0.09879909000269851,0.09416116077259915,0.029915480730184796,0.0,0.42731450202391924,0.0,0.42731450202391924,1.5031989790218951,4.891273957459374,5.841944838658495,2.0479265853106714,2.059711325207955,0,0,1.2156262699453415,1,2.1640835954166247,0,0.0,0.0,0.5462267323658502,1,1.5029726798486414,13.670736572682921,100.09373861669951,0.7984464962043307,0,0.0,3.0104470909745076,89.10996325781502,,
44,1.4666666666666666,Direct Mapping,0.08251772449461976,0.054905891950979585,0.2044465421367698,0.12778790633782788,0.05864133815985984,0.10680982588033901,0.08251772449461976,0.07960325961405805,0.02173697114565054,0.0,0.5349869724230465,0.0,0.5349869724230465,3.96503002065102,2.880196764293312,3.140638615338606,1.919128239267521,5.146787980598887,0,0,1.6498811196580019,1,4.338063403877368,0,0.03814810340133284,0.0,0.5478333615740226,1,1.6487522541680548,14.937333203533397,117.92659226777074,0.8500989480801661,0,0.0,3.2847397848761983,90.33008749843322,,
45,1.5,Direct Mapping,0.07335209471079564,0.2693137980575219,0.13846653130846673,0.17717104819496385,0.09972897173381673,0.33588723526587483,0.07335209471079564,0.07125570309290698,0.017411334675923595,0.0,0.75453639819067,0.0,0.75453639819067,0.6202873450102214,1.0395181000374163,3.1373683659525757,4.003550298658944,1.8975716774540976,0,1,2.5037153740932596,1,1.1182762163096633,1,0.05661107688153971,0.0,0.5489979946416218,1,1.7211697713625396,14.639095387809725,131.51858313062593,0.8109506422585919,0,0.0,3.4396205060781018,97.76939852580078,,
46,1.5333333333333334,Direct Mapping,0.07502169053029217,0.06211196862151821,0.20333533828962755,0.1889395366862468,0.2506863138923537,0.15081090384766205,0.07502169053029217,0.07000478998198284,0.026973754458758714,0.0,0.8388043338563578,0.0,0.8388043338563578,3.229387152080031,2.9166311483874585,2.190560882254946,3.8761509071025415,4.402442313026483,0,0,2.9403160125897365,1,4.64162774433305,0,0.1738018929309256,0.0,0.5497193376517199,1,1.643184313974146,12.816487128920416,130.22244889717032,0.8013882224757568,0,0.0,3.295694149864151,107.50075141920476,,
47,1.5666666666666667,Direct Mapping,0.11786007245743414,0.16283179755342825,0.23228920036064643,0.08472602409600823,0.17656925502159027,0.0911369085114781,0.11786007245743414,0.11710898687448205,0.013284648015811862,0.0,0.37822110768405076,0.0,0.37822110768405076,2.841662274341272,2.909788608206071,1.8406770437611482,3.5914589814647786,4.818355895958672,0,0,4.326201125499092,1,4.929428381341073,0,0.0,0.0,0.5499965891862925,1,1.4161172910769448,9.696929821459557,113.64124767754261,0.8150773289187037,0,0.0,2.8301332284742116,111.88372921943102,,
